kHz;Time(UTC);Days;ITU;Station;Lng;Target;Remarks;P;Start;Stop
15570;0600-0700;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;
15570;0700-0800;Th-Tu;CHN;China National Radio 11;M;CHN;as;1;;
15570;0800-0900;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;[0420]
15570;0900-1000;;CHN;China National Radio 11;TB;CHN;as;4;;
15570;0900-1100;;CHN;China National Radio 11;TB;CHN;as;5;;
15630;0000-1100;;CHN;China National Radio;M;CHN;xy;0;;
15665;0400-0500;;CHN;China Radio Int.;R;EEu;u;0;;
15665;0500-0600;;CHN;China Radio Int.;R;EEu;u;0;;
15665;0800-0900;;CHN;China Radio Int.;R;EEu;u;0;;
15665;0900-1000;;CHN;China Radio Int.;R;EEu;u;0;;
15710;0100-0200;;CHN;China National Radio 6;AM;TWN;B;1;;[0525]
15710;0200-0500;;CHN;China National Radio 6;AM;TWN;B;1;;
15710;0500-0600;;CHN;China National Radio 6;HK;TWN;B;1;;
15710;0600-0900;Th-Tu;CHN;China National Radio 6;HK;TWN;B;1;;[0125]
15745;0000-1200;;CHN;China National Radio;M;CHN;L;0;;
15795;0000-1200;;CHN;China National Radio;M;FE;L;1;;
17485;0500-0700;;CHN;China Radio Int.;A;ME;ka;0;;
17490;0000-0100;;CHN;China Radio Int.;CA;SEA;b;0;;
17490;0100-0200;;CHN;China Radio Int.;AM;SEA;b;0;;
17490;0200-0300;;CHN;China Radio Int.;AM;SEA;b;0;;
17490;0700-0900;;CHN;China Radio Int.;E;Eu;ka;0;;
17490;0900-1000;;CHN;China Radio Int.;E;Eu;ka;0;;
17490;1000-1100;;CHN;China Radio Int.;E;Eu;ka;0;;
17490;1100-1300;;CHN;China Radio Int.;E;Eu;ka;0;;
17510;0130-0430;8Mar;CHN;China Radio Int.;E;SEA;x;6;0803;0803
17510;0400-0500;;CHN;China Radio Int.;HK;SEA;x;0;;
17510;0500-0600;;CHN;China Radio Int.;E;NAf;ka;0;;
17510;0600-0700;;CHN;China Radio Int.;E;NAf;ka;0;;
17510;2330-0230;;CHN;China Radio Int.;M;Oc;k;6;0503;0503
17510;2330-0230;9Mar;CHN;China Radio Int.;M;Oc;k;6;0803;0903
17520;0700-0800;;CHN;China Radio Int.;M;SAs;ka;0;;
17525;0600-0700;;CHN;China Radio Int.;I;SEu;ka;0;;
17540;0300-0400;;CHN;China Radio Int.;M;SAs;b;0;;
17540;0400-0500;;CHN;China Radio Int.;HK;SAs;ka;0;;
17540;0500-0600;;CHN;China Radio Int.;E;SAs;ka;0;;
17540;0600-0700;;CHN;China Radio Int.;E;SAs;ka;0;;
17540;0700-0900;;CHN;China Radio Int.;E;SAs;ka;0;;
17550;0000-0600;;CHN;China National Radio 1;M;CHN;b;5;;
17550;0100-0600;;CHN;China National Radio 1;M;CHN;b;4;;[1125]
17550;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;1;;[0222]
17550;0900-1030;;CHN;China National Radio 1;M;CHN;b;4;;[0319]
17550;0900-1200;;CHN;China National Radio 1;M;CHN;b;5;;[0420]
17565;0100-0600;;CHN;China National Radio 1;M;CHN;h;1;;[1125]
17565;0600-0730;We-Mo;CHN;China National Radio 1;M;CHN;h;1;;[0625]
17570;0900-1000;;CHN;China Radio Int.;E;Eu;u;0;;
17570;1000-1100;;CHN;China Radio Int.;HU;Eu;ka;0;;
17570;1100-1200;;CHN;China Radio Int.;CZ;Eu;ka;0;;
17580;0200-0600;;CHN;China National Radio 1;M;CHN;L;4;;[1125]
17580;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;L;1;;[0625]
17580;0900-1000;;CHN;China National Radio 1;M;CHN;L;4;;[1125]
17580;0900-1200;;CHN;China National Radio 1;M;CHN;L;5;;[0420]
17580;2330-0600;;CHN;China National Radio 1;M;CHN;L;5;;[0625]
17595;0130-0430;8Mar;CHN;China Radio Int.;M;Oc;k;6;0803;0803
17595;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;s;5;;[0625]
17595;0900-1100;;CHN;China National Radio 1;M;CHN;s;5;;[0420]
17595;2300-0600;;CHN;China National Radio 1;M;CHN;s;5;;[0723]
17615;0600-0800;;CHN;China Radio Int.;D;WEu;u;0;;
17620;0900-1100;;CHN;China Radio Int.;M;SAs;ka;0;;
17625;0000-0600;;CHN;CNR 2 China Business R.;M;CHN;B;1;;
17625;0600-0900;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0222]
17630;1430-1500;;CHN;China Radio Int.;E;EAf;/MLI;0;;
17630;1500-1600;;CHN;China Radio Int.;E;EAf;/MLI;0;;
17640;0400-0500;;CHN;China Radio Int.;R;CAs;x;0;;
17640;0530-0800;;CHN;China Radio Int.;M;ME;u;6;0403;0403
17650;0530-0600;;CHN;China Radio Int.;M;Eu;ka;6;0403;0403
17650;0600-0700;;CHN;China Radio Int.;M;Eu;ka;0;;
17650;0700-0800;;CHN;China Radio Int.;M;Eu;ka;0;;
17650;0800-0900;;CHN;China Radio Int.;M;Eu;ka;0;;
17650;0900-1000;;CHN;China Radio Int.;E;Eu;ka;0;;
17650;1000-1100;;CHN;China Radio Int.;M;Eu;ka;0;;
17650;1100-1200;;CHN;China Radio Int.;M;Eu;ka;0;;
17660;0530-0800;;CHN;China Radio Int.;M;Oc;k;6;0403;0403
17665;2055-0600;;CHN;China National Radio 8;MO;CHN;u;5;;[0925]
17670;0630-0700;;CHN;China Radio Int.;E;ME;ka;6;0403;0403
17670;0700-0900;;CHN;China Radio Int.;E;NAf;ka;0;;
17670;0900-1000;;CHN;China Radio Int.;M;Oc;k;0;;
17670;1000-1100;;CHN;China Radio Int.;CA;Oc;k;0;;
17670;1200-1300;;CHN;China Radio Int.;M;Eu;ka;0;;
17670;1300-1400;3Mar;CHN;China Radio Int.;M;Eu;ka;6;0303;0303
17680;0200-1000;;CHN;China National Radio 13;UI;CHN;b;0;;[1125]
17680;0930-1030;;CHN;China Radio Int.;ML;INS;k;0;;
17680;1030-1130;;CHN;China Radio Int.;KH;SEA;k;0;;
17690;0000-0100;;CHN;China Radio Int.;M;SEA;x;0;;
17690;0100-0200;;CHN;China Radio Int.;M;SEA;x;0;;
17690;0200-0230;;CHN;China Radio Int.;M;SEA;x;6;0503;0503
17690;0200-0230;9Mar;CHN;China Radio Int.;M;SEA;x;6;0803;0903
17690;0900-1000;;CHN;China Radio Int.;E;Oc;j;0;;
17690;1000-1100;;CHN;China Radio Int.;E;Oc;j;0;;
17690;2330-2400;;CHN;China Radio Int.;M;SEA;x;6;0503;0503
17690;2330-2400;9Mar;CHN;China Radio Int.;M;SEA;x;6;0803;0903
17690;1200-1400;3Mar;CHN;China Radio Int.;M;Oc;j;6;0303;0303
17700;0130-0430;8Mar;CHN;China Radio Int.;M;SEA;k;6;0803;0803
17700;0530-0800;;CHN;China Radio Int.;M;SAs;u;6;0403;0403
17710;0400-0500;;CHN;China Radio Int.;HK;SEA;k;0;;
17710;0600-0700;;CHN;China Radio Int.;E;SEA;b;0;;
17710;0700-0800;;CHN;China Radio Int.;E;SEA;b;0;;
17720;0600-0800;;CHN;China Radio Int.;D;WEu;ka;0;;
17730;0000-0100;;CHN;China Radio Int.;E;SEA;x;0;;
17730;0100-0200;;CHN;China Radio Int.;E;SEA;x;0;;
17730;0200-0230;;CHN;China Radio Int.;E;SEA;x;6;0503;0503
17730;0200-0230;9Mar;CHN;China Radio Int.;E;SEA;x;6;0803;0903
17730;0400-0500;;CHN;China Radio Int.;E;CAs;x;0;;
17730;0500-0600;;CHN;China Radio Int.;E;CAs;x;0;;
17730;0630-0830;;CHN;China Radio Int.;E;Eu;ka;6;0403;0403
17730;2330-2400;9Mar;CHN;China Radio Int.;E;SEA;x;6;0803;0903
17735;0830-0930;;CHN;China Radio Int.;IN;INS;k;0;;
17740;0400-0500;;CHN;China Radio Int.;VN;SEA;x;0;;
17740;0500-0600;;CHN;China Radio Int.;VN;SEA;x;0;;
17740;0600-0700;;CHN;China Radio Int.;M;SEA;x;0;;
17740;0700-0800;;CHN;China Radio Int.;M;SEA;x;0;;
17750;0130-0430;8Mar;CHN;China Radio Int.;M;SAs;u;6;0803;0803
17750;0700-0800;;CHN;China Radio Int.;AM;SEA;x;0;;
17750;0900-1000;;CHN;China Radio Int.;E;SAs;ka;0;;
17750;1000-1100;;CHN;China Radio Int.;E;SAs;ka;0;;
17785;0100-0600;;CHN;China National Radio 8;MO;CHN;u;0;;[0226]
17800;2300-0600;;CHN;China National Radio 8;MO;CHN;qq;1;;[0226]
17840;0200-0300;;CHN;China Radio Int.;M;SAm;b;0;;
17840;0500-0600;;CHN;China Radio Int.;M;Sib;b;0;;
17840;0600-0700;;CHN;China Radio Int.;M;Sib;b;0;;
17855;0400-0500;;CHN;China Radio Int.;E;CAs;b;0;;
17855;0500-0600;;CHN;China Radio Int.;E;CAs;b;0;;
17880;1300-1400;;CHN;China Radio Int.;F;EAf;/MLI;0;;
17880;1600-1700;;CHN;China Radio Int.;A;NAf;/MLI;0;;
17890;0000-0600;;CHN;China National Radio 1;M;CHN;b;4;;
17890;0100-0600;;CHN;China National Radio 1;M;CHN;b;5;;[0822]
17890;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;1;;[0625]
17890;0900-0930;;CHN;China National Radio 1;M;CHN;b;4;;
17890;0900-1000;;CHN;China National Radio 1;M;CHN;b;5;;[0420]
